"name","version","license","declared_license","license_files","stage_path"
"w3c-keyname","2.2.8","MIT","MIT","LICENSE","gateway/node_modules/w3c-keyname"
"webdriver-bidi-protocol","0.4.2","Apache-2.0","Apache-2.0","LICENSE","gateway/node_modules/webdriver-bidi-protocol"
"webidl-conversions","3.0.1","BSD-2-Clause","BSD-2-Clause","LICENSE.md","gateway/node_modules/webidl-conversions"
"whatwg-url","5.0.0","MIT","MIT","LICENSE.txt","gateway/node_modules/whatwg-url"
"which","2.0.2","ISC","ISC","LICENSE","gateway/node_modules/which"
"wrap-ansi","3.0.1","MIT","MIT","license","gateway/node_modules/log-update/node_modules/wrap-ansi"
"wrap-ansi","7.0.0","MIT","MIT","license","gateway/node_modules/wrap-ansi-cjs"
"wrap-ansi","8.1.0","MIT","MIT","license","gateway/node_modules/wrap-ansi"
"wrap-ansi","9.0.2","MIT","MIT","license","gateway/node_modules/cliui/node_modules/wrap-ansi"
"wrappy","1.0.2","ISC","ISC","LICENSE","gateway/node_modules/wrappy"
"ws","8.21.3","MIT","MIT","LICENSE","gateway/node_modules/ws"
"wsl-utils","0.1.0","MIT","MIT","license","gateway/node_modules/wsl-utils"
"xmlchars","2.2.0","MIT","MIT","LICENSE","gateway/node_modules/xmlchars"
"y18n","5.0.8","ISC","ISC","LICENSE","gateway/node_modules/y18n"
"yargs","18.1.0","MIT","MIT","LICENSE","gateway/node_modules/yargs"
"yargs-parser","22.0.0","ISC","ISC","LICENSE.txt","gateway/node_modules/yargs-parser"
"zip-stream","4.1.1","MIT","MIT","LICENSE","gateway/node_modules/zip-stream"
"zod","3.25.76","MIT","MIT","LICENSE","gateway/node_modules/chromium-bidi/node_modules/zod"
"zod","4.4.3","MIT","MIT","LICENSE","gateway/node_modules/zod"
"zod-to-json-schema","3.25.2","ISC","ISC","LICENSE","gateway/node_modules/zod-to-json-schema"
"zwitch","2.0.4","MIT","MIT","license","gateway/node_modules/zwitch"
